TiO2_Loading,RH_Percent,Time_Hours,CurrentDensity_Acm2,Temp_K,MembraneLambda,FloodingState,ECSA_Norm,Voltage
0.05,30,55.0,0.6030045934593831,337.44113563079827,3.9116547666618593,0.0,0.9879336995901984,0.45244462595983564
0.05,30,56.0,0.5961814914077223,337.4680133895081,3.912195784369784,0.0,0.9877136139784539,0.4532951696739483
0.05,30,57.0,0.5821448683348781,337.4800467043205,3.9112784969819234,0.0,0.9874935111991706,0.45455345491425003
0.05,30,58.0,0.5716939423623275,337.4817110730483,3.909408763022982,0.0,0.9872734483123077,0.45647935951834123
0.05,30,59.0,0.5942178686969521,337.5042843090484,3.909980264827356,0.0,0.987053310284645,0.4532251584015775
0.05,30,60.0,0.5753582613960254,337.5078569536708,3.9086080842193955,0.0,0.9868332016862468,0.45625968657079274
0.05,30,61.0,0.5624637715588149,337.49947793190347,3.9060850448691182,0.0,0.9866131882582297,0.4586865980823055
0.05,30,62.0,0.57640755991996,337.5043057960956,3.905211211329333,0.0,0.9863931973343805,0.4546623468823388
0.05,30,63.0,0.5426256627183714,337.4786015362023,3.9010474452569075,0.0,0.9861733967381269,0.4624587459573225
0.05,30,64.0,0.5508728261205105,337.4616541404765,3.898128935898011,0.0,0.9859537381959715,0.46296661332978584
0.05,30,65.0,0.5393098417575455,337.4356389763812,3.8943488975480665,0.0,0.9857342713473525,0.4646020606434225
0.05,30,66.0,0.545653948771404,337.4166912232462,3.891585053772852,0.0,0.9855149572513945,0.46244524392680736
0.05,30,67.0,0.5537560440659697,337.4060063549231,3.889910567748391,0.0,0.9852957505063883,0.4607902102579439
0.05,30,68.0,0.559107406186105,337.4007268469494,3.888940341024414,0.0,0.9850766214402719,0.45946913243546533
0.05,30,69.0,0.5478749520078994,337.38581680656256,3.886944861781738,0.0,0.9848576227464226,0.45944469090378126
0.05,30,70.0,0.5577087655929919,337.3804990519442,3.8861343073010817,0.0,0.9846387018424662,0.45621506009440976
0.05,30,71.0,0.5668793587930964,337.38375087476805,3.886322678142982,0.0,0.98441981180966,0.45635437980207477
0.05,30,72.0,0.5676583056666642,337.3875145838758,3.8865699182172073,0.0,0.984200949847125,0.4580184605849504
0.05,30,73.0,0.5838081105028871,337.40592923675445,3.888407167527558,0.0,0.9839820357969996,0.4552529494446434
0.05,30,74.0,0.5769905738832929,337.4169079804293,3.889377100995604,0.0,0.9837631103663063,0.45643878431688484
0.05,30,75.0,0.5904584788737091,337.4398064738226,3.891595861682419,0.0,0.9835441083235702,0.4544954545859968
0.05,30,76.0,0.5946142650480526,337.4652709847522,3.8940061061573,0.0,0.9833250156170268,0.4565407778295993
0.05,30,77.0,0.5860872679164314,337.48115335415804,3.8953202162270557,0.0,0.9831058847342433,0.45453463700035773
0.05,30,78.0,0.5894929298603652,337.4992856843928,3.89684216737416,0.0,0.9828867033609461,0.45583277316594245
0.05,30,79.0,0.5873288630445836,337.51429269802145,3.8979939947738282,0.0,0.9826674886343048,0.4523345334222163
0.05,30,80.0,0.5907053225412146,337.531581358603,3.899367133555793,0.0,0.9824482280624632,0.4516291941695795
0.05,30,81.0,0.5799241375074962,337.53773608129785,3.8995234668174072,0.0,0.9822289826852777,0.45111217465415676
0.05,30,82.0,0.5692795475460903,337.5337352790234,3.8985995514234584,0.0,0.9820098081558871,0.4519016798990641
0.05,30,83.0,0.5674591003483014,337.5283190267365,3.8975869067645195,0.0,0.9817907121987636,0.45795420716767826
0.05,30,84.0,0.5607843337117466,337.51720314028154,3.8960090625524777,0.0,0.9815717259813975,0.45911122971614743
0.05,30,85.0,0.5838600203112082,337.52788497051887,3.896898149265798,0.0,0.9813527301408362,0.4551266930681473
0.05,30,86.0,0.5688233757606175,337.5240598985371,3.896193773766014,0.0,0.9811338040937134,0.4565118498575633
0.05,30,87.0,0.5549690250656677,337.5080087996507,3.8941751051222133,0.0,0.9809150146890061,0.45818690806264745
0.05,30,88.0,0.5500041433532469,337.48853191783627,3.8918638338401945,0.0,0.9806963805454035,0.4582207491229471
0.05,30,89.0,0.5550956838034317,337.47472497730786,3.890295155002678,0.0,0.9804778705611886,0.4580795589141633
0.05,30,90.0,0.553117564083992,337.45999271042797,3.888687100755807,0.0,0.98025948970039,0.4585404111931547
0.05,30,91.0,0.5431647182425519,337.4374154767171,3.8862461754037256,0.0,0.9800412806642979,0.45995529537233965
0.05,30,92.0,0.5735997013426423,337.44338384201836,3.8870952818222135,0.0,0.979823087651928,0.45631736467067563
0.05,30,93.0,0.5486766826138804,337.4266176931326,3.885366326619558,0.0,0.9796050346240172,0.46016342344625905
0.05,30,94.0,0.5499258852801658,337.4119554149856,3.883936916158999,0.0,0.979387110009873,0.46020015909135453
0.05,30,95.0,0.5713744779010683,337.4174131252838,3.884796735417047,0.0,0.9791692041492707,0.4582893191002533
0.05,30,96.0,0.5770442033821437,337.42775234789235,3.8861366854781396,0.0,0.9789512904580839,0.4561835578440754
0.05,30,97.0,0.5810641281764127,337.4411956238615,3.887743293062489,0.0,0.9787333520387953,0.45496634839657957
0.05,30,98.0,0.5829151173193403,337.4555559136294,3.8893727321951115,0.0,0.9785153839085277,0.4549093198075554
0.05,30,99.0,0.6034076650191035,337.48850320697466,3.8928868527453155,0.0,0.9782972847702553,0.4516299110404943
0.05,30,100.0,0.594097105960388,337.51055411160456,3.8951149912140774,0.0,0.9780791140186044,0.4523736244177533
0.05,30,101.0,0.5770524835972337,337.51531251996886,3.895413625461179,0.0,0.9778609659748635,0.45751476466406304
0.05,30,102.0,0.5800613859508387,337.5225707379477,3.895982987884684,0.0,0.9776428270117568,0.4559517757976255
0.05,30,103.0,0.5940064579637312,337.54249143135297,3.8978893519047038,0.0,0.9774246280829093,0.4532009439956805
0.05,30,104.0,0.6053324276936531,337.5720838238858,3.900735770131694,0.0,0.9772063164222564,0.454163770099832
0.05,30,105.0,0.6004668641789489,337.59520715843416,3.902808143766288,0.0,0.9769879273258534,0.45659603920425973
0.05,30,106.0,0.588339931587383,337.6054098290083,3.9034585144046314,0.0,0.9767695313434939,0.4564389534041936
0.05,30,107.0,0.5790924142914399,337.6063636586997,3.9031184458789077,0.0,0.9765511789752647,0.45837532618709415
0.05,30,108.0,0.5607169637688514,337.59050464994425,3.9009751792220233,0.0,0.9763329619438359,0.4596535453960313
0.05,30,109.0,0.5782855148018256,337.5916056802513,3.9008052376007813,0.0,0.9761147876698348,0.4592720498959101
0.05,30,110.0,0.5683577469113865,337.58353376221555,3.899659683294241,0.0,0.9758967061576325,0.45929738164409956
0.05,30,111.0,0.5445871827848799,337.5547818962055,3.8962527735600108,0.0,0.9756788300161795,0.4641101108106685
0.05,30,112.0,0.5590433563623134,337.54051856186743,3.894635579066681,0.0,0.9754610801683307,0.45923725359604883
0.05,30,113.0,0.5507081195067429,337.5197109944679,3.8923481975316205,0.0,0.9752434921211709,0.45898502864136753
0.05,30,114.0,0.5527200947155124,337.5019279372817,3.8904930390524783,0.0,0.9750260492902442,0.45960418688095994
0.05,30,115.0,0.5274674034919993,337.4633897504421,3.886299982457378,0.0,0.974808864266356,0.46311555650073155
0.05,30,116.0,0.5568069211070634,337.4526135233298,3.885464376339889,0.0,0.9745917861034336,0.45553576773474963
0.05,30,117.0,0.550396220458917,337.43680551152636,3.884072096375452,0.0,0.9743748420249554,0.4548479132455731
0.05,30,118.0,0.5758094904805351,337.4448424362967,3.8853617636895845,0.0,0.9741579026593131,0.45375126285330997
0.05,30,119.0,0.5608636072519343,337.43880627887063,3.88502658628213,0.0,0.9739410443176674,0.457944917857358
0.05,30,120.0,0.5748287802013716,337.4458204033766,3.886121779087772,0.0,0.9737241962336706,0.45623058333222605
0.05,30,121.0,0.569793503485454,337.4478028884654,3.886602829748452,0.0,0.973507385686795,0.4564782726713986
0.05,30,122.0,0.587783938643535,337.4663266819793,3.8888343378082117,0.0,0.9732905230216529,0.4522760169102141
0.05,30,123.0,0.5874426549859761,337.48341817937813,3.89080633518818,0.0,0.9730736160142457,0.4516028216530954
0.05,30,124.0,0.5841094815737604,337.49636019778694,3.89224584349155,0.0,0.9728566871783676,0.4539374301212428
0.05,30,125.0,0.5947339619776262,337.51854537434343,3.894602409496666,0.0,0.9726396863945422,0.45378942964262065
0.05,30,126.0,0.6038182006689007,337.5481097874501,3.8976293862043927,0.0,0.9724225736207655,0.4556635307516753
0.05,30,127.0,0.5925680845333592,337.5651327480491,3.899225626651085,0.0,0.9722054169246622,0.45829734401842814
0.05,30,128.0,0.5877549874370955,337.5765895233719,3.9001793371030353,0.0,0.9719882465369832,0.4592812769108638
0.05,30,129.0,0.5726701498785828,337.57335503241916,3.899528239043487,0.0,0.9717711422149318,0.45724231277090355
0.05,30,130.0,0.5760086370997457,337.5733824904848,3.899276750610069,0.0,0.9715540862365493,0.4570604835469248
0.05,30,131.0,0.5811896979261333,337.5782047130361,3.8995687685910654,0.0,0.9713370525799372,0.45227969697374537
0.05,30,132.0,0.5730435358539038,337.5752155454411,3.8990166765487584,0.0,0.9711200836187784,0.4547305531150623
0.05,30,133.0,0.5735925801293651,337.5729093710982,3.8985752502302704,0.0,0.970903175626945,0.4538865441014646
0.05,30,134.0,0.5624324143205869,337.5605989853751,3.897062391389072,0.0,0.9706863828062662,0.4562625375112996
0.05,30,135.0,0.5616079017668427,337.5482857945142,3.89561988003546,0.0,0.9704697050958918,0.4563268508005392
0.05,30,136.0,0.5546357792199059,337.530485324916,3.893625850073869,0.0,0.9702531721229615,0.4569634650563513
0.05,30,137.0,0.5555919711353015,337.51460215613304,3.8919288363299387,0.0,0.9700367733981737,0.4569900613852238
0.05,30,138.0,0.5578951904202407,337.5017236615603,3.890633542902639,0.0,0.9698204925752273,0.4550046968222883
0.05,30,139.0,0.5355584446035521,337.4700785199356,3.887235399529828,0.0,0.9696044309556523,0.45800312271457294
0.05,30,140.0,0.5601623572506137,337.46189930192395,3.8866408599023767,0.0,0.9693884616325009,0.455605798537358
0.05,30,141.0,0.5671994296779359,337.4605574982301,3.8868100760200304,0.0,0.9691725476564437,0.45500495681716385
0.05,30,142.0,0.574585858895694,337.46604317573065,3.887700844231577,0.0,0.9689566521683725,0.4530836341823307
0.05,30,143.0,0.5606290403451649,337.4585245218895,3.887105962998704,0.0,0.9687408453374772,0.45435973056899864
0.05,30,144.0,0.5689198331192556,337.4589488717893,3.88740024404776,0.0,0.968525084282571,0.45660952043469183
0.05,30,145.0,0.5646051409790773,337.45543511165795,3.887233333496844,0.0,0.9683093902288072,0.4554701892880524
0.05,30,146.0,0.5886969708846319,337.47436030378145,3.889492463902126,0.0,0.9680936421695644,0.44967836583195003
0.05,30,147.0,0.5979757152048569,337.5009586503344,3.892451296568497,0.0,0.9678777987176549,0.4486377477213413
0.05,30,148.0,0.5816344576337666,337.51054004515987,3.893477161378456,0.0,0.9676619516986655,0.45250006062629555
0.05,30,149.0,0.5927272580126556,337.5299681243632,3.8955086938804975,0.0,0.9674460479881455,0.4519816984708582
0.05,30,150.0,0.6086066165552817,337.5634916478733,3.898922977454095,0.0,0.9672300114882573,0.4477496704852199
0.05,30,151.0,0.6052919255877395,337.5917848011463,3.9016609492900054,0.0,0.9670138704189256,0.450634999622634
0.05,30,152.0,0.5961657528784885,337.6096085970016,3.903209768699564,0.0,0.9667976813488128,0.4524342759392312
0.05,30,153.0,0.608202870890435,337.637960666909,3.9058058691499515,0.0,0.966581387372604,0.45074720930360523
0.05,30,154.0,0.5855519059331707,337.64297985452805,3.9058746669591233,0.0,0.9663651146530351,0.4524518245212797
0.05,30,155.0,0.5817576598590304,337.6441546431001,3.905557091582155,0.0,0.9661488839746878,0.4537356659149313
0.05,30,156.0,0.564166311940506,337.62913226653694,3.903512456526408,0.0,0.965932782844379,0.4531584015888193
0.05,30,157.0,0.5553992027372563,337.6071589500657,3.9007976186909663,0.0,0.9657168486890482,0.45494667223410556
0.05,30,158.0,0.5804223116242953,337.6092414609268,3.900859290365608,0.0,0.9655009515671178,0.4507804267717478
0.05,30,159.0,0.5597843392353377,337.5923737784337,3.8988509359622157,0.0,0.9652851937038666,0.4542600048701856
0.05,30,160.0,0.5545212747474901,337.5718264270457,3.8965191189047808,0.0,0.9650695948211578,0.4553333365604833
0.05,30,161.0,0.561018813905324,337.55831052906757,3.8950725692859303,0.0,0.9648541169066105,0.45514782301169415
0.05,30,162.0,0.5755767372659583,337.5588427617089,3.8952279135146473,0.0,0.9646386842371729,0.4557450686638926
0.05,30,163.0,0.5512955003597124,337.53745357897986,3.892939444285639,0.0,0.9644234147984119,0.4588121888904558
0.05,30,164.0,0.5509639424416942,337.5170553769378,3.890848954656959,0.0,0.9642083031123502,0.45932979809467167
0.05,30,165.0,0.5477918828189703,337.49509281182736,3.888652398518503,0.0,0.9639933574444857,0.46038902799471954
0.05,30,166.0,0.5677058523631343,337.4922191909636,3.8886690915044477,0.0,0.9637784751293711,0.45759384716164136
0.05,30,167.0,0.5637105565315954,337.4859017127419,3.888284568915658,0.0,0.9635636746371847,0.4571734512075871
0.05,30,168.0,0.5818554712546514,337.49659224152055,3.889753374580642,0.0,0.9633488646215457,0.4538858867466856
0.05,30,169.0,0.5585188361816078,337.48535133932506,3.8887401673661577,0.0,0.9631341628319172,0.4592042422217642
0.05,30,170.0,0.5929018498197168,337.50645634178125,3.8912675954441474,0.0,0.9629193956188776,0.45150021805454554
0.05,30,171.0,0.5590474569107554,337.49509620853706,3.890154313995364,0.0,0.9627047372618641,0.46010320828204343
0.05,30,172.0,0.5966808244613,337.51921284104867,3.892916810727962,0.0,0.9624899973408203,0.4546032733716745
0.05,30,173.0,0.5790101178920751,337.5252622438829,3.8936332246336454,0.0,0.9622752728516447,0.45632568656019357
0.05,30,174.0,0.5945389934817895,337.54552780106616,3.895830168293826,0.0,0.9620604874870047,0.4540281733160514
0.05,30,175.0,0.6013029616030997,337.57104833430833,3.8984816174564596,0.0,0.9618456130299432,0.4538162801846027
0.05,30,176.0,0.6086213512229037,337.60212139358134,3.9015971092156474,0.0,0.9616306196356363,0.4506300811474284
0.05,30,177.0,0.6020505886523743,337.6249660390038,3.9037408600501045,0.0,0.9614155515169445,0.4534224855068368
0.05,30,178.0,0.5795246428810781,337.62514712602876,3.903415497473152,0.0,0.9612005305247833,0.45595359732737956
0.05,30,179.0,0.5810092443660747,337.6266956920981,3.903271456664971,0.0,0.9609855493004336,0.4546009931302375
0.05,30,180.0,0.5630887790407503,337.6117491290375,3.901349917445884,0.0,0.9607706964474,0.45754146454872463
0.05,30,181.0,0.5509154531453472,337.5868504505067,3.8984051210983846,0.0,0.9605560252825689,0.4580931536575642
0.05,30,182.0,0.5725281266073357,337.5828701880815,3.8979190165281814,0.0,0.9603414234360624,0.4538140447435643
0.05,30,183.0,0.5394425731984871,337.5496966086198,3.894173453178684,0.0,0.9601270473790574,0.4592549736862248
0.05,30,184.0,0.5508757519988389,337.5284860874148,3.8919495096075205,0.0,0.9599128327845246,0.45749020860190737
0.05,30,185.0,0.5524141809841798,337.50990606405185,3.890104027235579,0.0,0.9596987654299672,0.4584878812437481
0.05,30,186.0,0.5562266597038548,337.495822177781,3.888826186455171,0.0,0.9594848211479798,0.4585669445436684
0.05,30,187.0,0.5533444785860671,337.4800249366995,3.8873891894818056,0.0,0.9592710090085966,0.45845015074560025
0.05,30,188.0,0.5495971860699905,337.4618690940464,3.8857225999511424,0.0,0.959057341509273,0.45720033126356796
0.05,30,189.0,0.5438625368348173,337.4397861155815,3.883650871039559,0.0,0.9588438394905539,0.45755574642143854
0.05,30,190.0,0.5521620268676909,337.42630527177835,3.8826183357513324,0.0,0.9586304569194544,0.457298035466635
0.05,30,191.0,0.5670844644526739,337.4269947873305,3.8831823302857154,0.0,0.958417118157769,0.45667146476625037
0.05,30,192.0,0.5798941267230093,337.43939685865695,3.884970327599159,0.0,0.9582037607394018,0.45358194540905505
0.05,30,193.0,0.5839112353411458,337.45479491174365,3.8869794480457585,0.0,0.9579903686968624,0.450916605787797
0.05,30,194.0,0.5832701974401558,337.4686705156165,3.8887215435371525,0.0,0.957776950165052,0.45034732034791797
0.05,30,195.0,0.5905911792175463,337.48858863745517,3.891019785561655,0.0,0.9575634729147051,0.4522177463045273
0.05,30,196.0,0.6048114815972578,337.52091086182537,3.8945079353796537,0.0,0.9573498707324389,0.4508143739322766
0.05,30,197.0,0.5705204817640208,337.51905110620567,3.8942146820827106,0.0,0.9571363261257195,0.45495994215268465
0.05,30,198.0,0.5846786697857315,337.53038735735527,3.89536686617093,0.0,0.9569227686436401,0.45599299408205207
0.05,30,199.0,0.5828535542277266,337.53933872845465,3.896220168110439,0.0,0.9567092110306217,0.4557050800080535
0.05,30,200.0,0.6084431432316598,337.57214085158387,3.8995462454544505,0.0,0.956495525935772,0.4518158121917411
0.05,30,201.0,0.6069057337973032,337.60148005626166,3.9023826480432815,0.0,0.9562817318296798,0.45074158112352214
0.05,30,202.0,0.5674324085182073,337.59197488347536,3.9009852414427306,0.0,0.9560680362911327,0.4553185629174297
0.05,30,203.0,0.5732210720042936,337.5883223083786,3.900307839257444,0.0,0.9558544080121125,0.4548790138278853
0.05,30,204.0,0.5547503794035789,337.56822135663464,3.8978517854328003,0.0,0.9556409347575459,0.4565334596859036
0.05,30,205.0,0.5793175160365648,337.57161510274597,3.898100506707744,0.0,0.955427491071921,0.4522920917885696
0.05,30,206.0,0.5664613161080454,337.56302093469867,3.8970384871410664,0.0,0.9552141408982158,0.4551822853094645
0.05,30,207.0,0.5394512815369801,337.53104582673825,3.893382728093517,0.0,0.9550010087884606,0.4576005058657449
0.05,30,208.0,0.555020779369219,337.51462152955924,3.8916531504929934,0.0,0.9547880117001823,0.45655495240403016
0.05,30,209.0,0.5423143095349066,337.4880280860467,3.8888276132466917,0.0,0.9545752036311032,0.4596286283809446
0.05,30,210.0,0.5520164452167675,337.4715241255157,3.8872576688304528,0.0,0.9543625307507262,0.4602032130543107
0.05,30,211.0,0.5459737743622829,337.45070256781787,3.8852420217148054,0.0,0.9541500158911541,0.460681686338679
0.05,30,212.0,0.5464713589120502,337.4315651706377,3.883479713412815,0.0,0.9539376499700822,0.45913199449794034
0.05,30,213.0,0.552190871488666,337.4186030672438,3.8824673495069875,0.0,0.9537254000990696,0.456510505823632
0.05,30,214.0,0.5369221966907051,337.3931152394485,3.8800303668758525,0.0,0.9535133326098868,0.4628488770376346
0.05,30,215.0,0.5625203512126589,337.39167164150433,3.8803993349426573,0.0,0.9533013199262023,0.45775892484475733
0.05,30,216.0,0.5696377705015933,337.3967610946797,3.881442779163608,0.0,0.95308932741488,0.4545540739326778
0.05,30,217.0,0.5842225675576124,337.41500823575376,3.883839315223845,0.0,0.9528772853496421,0.45039297656673777
0.05,30,218.0,0.5909419673169487,337.43847766859767,3.8866657411179313,0.0,0.9526651660516012,0.45046614294488285
0.05,30,219.0,0.585319493668487,337.4552481362165,3.888644450631869,0.0,0.952453005050842,0.4526046520313442
0.05,30,220.0,0.5750252656915916,337.46145649299046,3.889393887687209,0.0,0.952240858378053,0.4534818706907827
0.05,30,221.0,0.6130979515515801,337.5034803819684,3.893874900185959,0.0,0.9520285360349121,0.4509222112835513
0.05,30,222.0,0.58436259302218,337.5154552711492,3.8950297945693952,0.0,0.9518161974818862,0.4547065488496603
0.05,30,223.0,0.5859292289433717,337.5281784039444,3.8962247082122237,0.0,0.9516038387599972,0.45572033337950985
0.05,30,224.0,0.5890940647037978,337.54311315336315,3.8976154191531687,0.0,0.9513914481408725,0.4542916240502287
0.05,30,225.0,0.5796685143412469,337.54833883337625,3.897923113252823,0.0,0.9511790771860339,0.4548077035390544
0.05,30,226.0,0.5668934778398448,337.54153307554753,3.8969222265982726,0.0,0.9509667897554045,0.4568930606649317
0.05,30,227.0,0.5731997691711511,337.540887471317,3.8966530586289623,0.0,0.9507545531289838,0.456660196927416
0.05,30,228.0,0.5752236975527425,337.54214006481897,3.8966134694627113,0.0,0.9505423572254671,0.45367707520875894
0.05,30,229.0,0.5749311228302958,337.54304829772894,3.896548621330007,0.0,0.9503302038647591,0.45737342991553886
0.05,30,230.0,0.5652518859872493,337.5350731555549,3.8955223991744012,0.0,0.9501181401354198,0.4574705265046591
0.05,30,231.0,0.564475013382836,337.52687439880845,3.8945221381960704,0.0,0.9499061671750268,0.45882126493837244
0.05,30,232.0,0.5474547890669637,337.5040273317378,3.8919208811449635,0.0,0.949694362505103,0.45949716501495363
0.05,30,233.0,0.5460262238485407,337.4813014015378,3.889439494534176,0.0,0.9494827253242274,0.4604134785747209
0.05,30,234.0,0.5645837444029673,337.4764271610008,3.889064480026521,0.0,0.9492711610852782,0.4564260959755546
0.05,30,235.0,0.5535210708166783,337.46194999201117,3.8876210746255104,0.0,0.9490597205190262,0.4591322453512712
0.05,30,236.0,0.5301502453471458,337.4280804186038,3.8839863706230484,0.0,0.9488485059485211,0.4607226280319361
0.05,30,237.0,0.5331036945869665,337.3987552328334,3.8810141166488172,0.0,0.9486374931233714,0.4588312143238447
0.05,30,238.0,0.5590389534548115,337.3938495600473,3.8809355862127677,0.0,0.948426553093788,0.4550600714138436
0.05,30,239.0,0.5562649066644407,337.38676310355356,3.880587582671722,0.0,0.9482156973237124,0.45737473024226455
0.05,30,240.0,0.5627404118388507,337.3858987342336,3.8809222780057633,0.0,0.9480048929863054,0.4570555301676504
0.05,30,241.0,0.5762115949755398,337.397360651927,3.882570287424735,0.0,0.9477940751202001,0.45471158124515065
